record_id,year,state,state_code,district,latitude,longitude,event_date,event_month,event_day_of_year,event_time_raw,event_type,rainfall_24h_mm,casualty,has_casualty,road_affected,road_affected_flag,source,source_code,landslide_target,slide_no,slide_id,landslide_name,location,elevation,slope,aspect,dem_source
LS-0090,2023,Sikkim,6,North Sikkim,27.603889,88.64646,2023-06-16,6.0,167.0,,2.0,3.215050509,0,0,NH 10,1,Newspapers & Media,0,1,21,Newspapers & Media/2023/Sikkim/21,Chungthang 2 Landslide,Along Chungthnag Road,1608.356689453125,2.903216327356073,5.261703075380694,PART2
LS-0091,2023,Assam,1,Kamrup Metro,26.123803,91.719487,2023-06-17,6.0,168.0,,2.0,176.45,1,1,,0,Newspapers & Media,0,1,23,Newspapers & Media/2023/Assam/23,Dhirenpara Landslide,Katahbari Main Road area,55.43020248413086,2.7469903754039713,84.50101476719942,PART2
LS-0092,2023,Meghalaya,3,East Khasi Hills,25.446165,91.57097,2023-06-17,6.0,168.0,,2.0,413.2279502,4,1,,0,Newspapers & Media,0,1,28,Newspapers & Media/2023/Meghalaya/28,Laitlarem Landslide,Laitlarem Village area,1585.38720703125,24.78957263369767,2.0782193507699844,PART1
LS-0093,2023,Meghalaya,3,West Jaintia Hills,25.205927,92.020892,2023-06-17,6.0,168.0,,2.0,237.398367,0,0,,0,Newspapers & Media,0,1,29,Newspapers & Media/2023/Meghalaya/29,Darrang Landslide,Darrang Village area,100.87614440917969,16.640234071305407,334.28527358311015,PART1
LS-0094,2023,Sikkim,6,West Sikkim,27.26933,88.250366,2023-06-18,6.0,169.0,,2.0,66.43408392,0,0,,0,Newspapers & Media,0,1,25,Newspapers & Media/2023/Sikkim/25,Kalej Khola landslide,Lower Sapung area,615.4533081054688,12.113398488874912,338.93726689720893,PART2
LS-0095,2023,Sikkim,6,West Sikkim,27.254354,88.136778,2023-06-18,6.0,169.0,,2.0,47.51506926,0,0,,0,Newspapers & Media,0,1,26,Newspapers & Media/2023/Sikkim/26,Dentam Landslide,Dentam Sub Division under Gyalshing district,1642.106201171875,37.01350208184603,73.31695149837697,PART2
LS-0096,2023,Sikkim,6,West Sikkim,27.142583,88.103311,2023-06-18,6.0,169.0,,2.0,87.17961762,0,0,,0,Newspapers & Media,0,1,27,Newspapers & Media/2023/Sikkim/27,Lower Okhrey Landslide,Sombaria area,2139.02734375,29.830642773914406,332.21473186672364,PART2
LS-0097,2023,Arunachal Pradesh,0,Papum pare,27.095932,93.828636,2023-06-23,6.0,174.0,,2.0,2.254254371,0,0,NH-415,1,Newspapers & Media,0,1,33,Newspapers & Media/2023/Arunachal Pradesh/33,Karsingsa Landslide,"NH-415, between Bandardeva and Nirjuli",114.89450073242188,13.91549687186513,192.5498680081674,PART2
LS-0098,2023,Arunachal Pradesh,0,Papum pare,27.101535,93.671454,2023-06-23,6.0,174.0,,2.0,3.966167386,0,0,Nh-415,1,Newspapers & Media,0,1,34,Newspapers & Media/2023/Arunachal Pradesh/34,Puroik Landslide,"Puroik Colony, Papu Nalah",179.51698303222656,2.8439251294520456,25.202750991879896,PART2
LS-0099,2023,Arunachal Pradesh,0,West Kameng,27.10699,92.525162,2023-06-23,6.0,174.0,,2.0,1.970178811,0,0,,0,Newspapers & Media,0,1,35,Newspapers & Media/2023/Arunachal Pradesh/35,Sessa Landslide,Balipara-Charduar-Tawang road,1180.6104736328125,7.536530561723392,29.9173162604838,PART2
LS-0100,2023,Arunachal Pradesh,0,West Siang,28.233721,94.930641,2023-06-23,6.0,174.0,,2.0,0.0,0,0,,0,Newspapers & Media,0,1,36,Newspapers & Media/2023/Arunachal Pradesh/36,Pangin Landslide,Aalo Pangin Landslide,372.9962158203125,39.90175497466261,193.3868398973543,PART2
LS-0101,2023,Mizoram,4,Aizawl,23.74506,92.71425,2023-07-04,7.0,185.0,,,0.956700019,0,0,NH 54,1,Newspapers & Media,0,1,41,Newspapers & Media/2023/Mizoram/41,Hunthar Landslide,Hunthar in western part of Aizawl,872.0555419921875,22.423354023134205,201.75613047402106,PART1
LS-0102,2023,Nagaland,5,Noklak,26.197297,95.020282,2023-07-09,7.0,190.0,,2.0,56.55963898,0,0,,0,Newspapers & Media,0,1,43,Newspapers & Media/2023/Nagaland/43,Wonthai Landslide,Wonthai area,1374.093017578125,18.632885897283863,347.4268902201904,PART2
LS-0103,2023,Nagaland,5,Noklak,26.199008,95.015413,2023-07-09,7.0,190.0,,2.0,56.55963898,0,0,,0,Newspapers & Media,0,1,44,Newspapers & Media/2023/Nagaland/44,Ehoukeh King,"Ehoukeh King, Choklangan",1388.894287109375,24.706146597899583,266.06812961000077,PART2
LS-0104,2023,Nagaland,5,Peren,25.529813,93.76566,2023-07-10,7.0,191.0,Morning,2.0,4.89017205,0,0,NH-129A,1,Newspapers & Media,0,1,45,Newspapers & Media/2023/Nagaland/45,Iron bridge landslide,Peren-Maram road,701.4901123046875,16.699255036483354,62.344221079931174,PART2
LS-0105,2023,Nagaland,5,Kiphire,25.994082,94.85535,2023-07-16,7.0,197.0,,2.0,175.991999,0,0,NH 202,1,Newspapers & Media,0,1,51,Newspapers & Media/2023/Nagaland/51,Kiphire Landslide,Shamator Kiphire Road Section,1202.1767578125,22.128350192911746,186.65724903543662,PART2
LS-0106,2023,Mizoram,4,Aizawl,23.742421,92.708782,2023-07-27,7.0,208.0,,,43.21284914,0,0,,0,Newspapers & Media,0,1,55,Newspapers & Media/2023/Mizoram/55,Vaivakawn Landslide,Vaivakawn Zohnuai area,742.9611206054688,37.35766040439417,137.15629817860832,PART1
LS-0107,2023,Arunachal Pradesh,0,Upper Subansiri,28.235584,94.144356,2023-07-28,7.0,209.0,,2.0,76.79615263,0,0,,0,Newspapers & Media,0,1,53,Newspapers & Media/2023/Arunachal Pradesh/53,Taliha Landslide,Donyi Colony in Taliha town,459.2353820800781,26.816879128197364,155.30630651766978,PART2
LS-0108,2023,Arunachal Pradesh,0,Siang district,28.14251,95.269295,2023-07-28,7.0,209.0,8:30 AM,2.0,195.0684341,0,0,NH 13,1,Newspapers & Media,0,1,54,Newspapers & Media/2023/Arunachal Pradesh/54,"NH 13, Pangin Landslide",NH 13,517.6980590820312,14.654341230396055,341.6439536451997,PART2
LS-0109,2023,Sikkim,6,East Sikkim,27.259994,88.55059,2023-08-04,8.0,216.0,,2.0,1.98,0,0,NH 10,1,Newspapers & Media,0,1,67,Newspapers & Media/2023/Sikkim/67,32 No. Landslide,"National Highway NH-10, connecting Sikkim with the mainland and capital Gangtok",673.744140625,28.766001420853666,49.31699844738529,PART2
LS-0110,2023,Meghalaya,3,East Jaintia Hills,25.106699,92.36123,2023-08-10,8.0,222.0,Night,3.0,0.909345005,0,0,NH 6,1,Newspapers & Media,0,1,61,Newspapers & Media/2023/Meghalaya/61,Sonapur Tunnel Landslide,Near Sonapur Tunnel,49.75262451171875,19.705045389300054,194.89807513167108,PART1
LS-0111,2023,Manipur,2,Noney,24.820487,93.550414,2023-08-16,8.0,228.0,4:00 PM,2.0,5.34347082,0,0,NH 37,1,Newspapers & Media,0,1,62,Newspapers & Media/2023/Manipur/62,Awangkhul Landslide,Jiribam Imphal Road,399.5615539550781,0.8326291845945739,132.4913661037067,PART1
LS-0112,2023,Manipur,2,Noney,24.826582,93.477731,2023-08-16,8.0,228.0,,2.0,4.925795606,0,0,NH 37,1,Newspapers & Media,0,1,63,Newspapers & Media/2023/Manipur/63,Khongsang Landslide,Imphal Silchar Road,471.49969482421875,21.375083584949373,56.848795414129654,PART1
LS-0113,2023,Arunachal Pradesh,0,Lower Siang,27.717104,94.697075,2023-08-18,8.0,230.0,,2.0,4.32477905,0,0,,0,Newspapers & Media,0,1,64,Newspapers & Media/2023/Arunachal Pradesh/64,Siji Landslide,Likabali Aalo Road,293.3729248046875,21.3645226533462,226.51305422473362,PART2
LS-0114,2023,Manipur,2,Noney,24.820481,93.55041,2023-08-20,8.0,232.0,7:00 AM,2.0,20.85353676,0,0,NH 37,1,Newspapers & Media,0,1,65,Newspapers & Media/2023/Manipur/65,Awangkhul Landslide,Jiribam Imphal Road,399.5615539550781,0.8326291626709991,132.4913674858867,PART1
LS-0115,2023,Sikkim,6,East Sikkim,27.259936,88.550684,2023-08-24,8.0,236.0,,2.0,21.48876357,0,0,NH 10,1,Newspapers & Media,0,1,68,Newspapers & Media/2023/Sikkim/68,32 No. Landslide,"National Highway NH-10, connecting Sikkim with the mainland and capital Gangtok",673.744140625,28.76599417120897,49.3169836743557,PART2
LS-0116,2023,Meghalaya,3,East Jaintia Hills,25.105957,92.360287,2023-08-26,8.0,238.0,,3.0,46.21286365,0,0,NH 6,1,Newspapers & Media,0,1,70,Newspapers & Media/2023/Meghalaya/70,Sonapur Tunnel Landslide,Near Sonapur Tunnel,55.556514739990234,22.236418410729364,221.43998502050871,PART1
LS-0117,2023,Arunachal Pradesh,0,West Kameng,27.204944,92.547048,2023-08-27,8.0,239.0,,2.0,13.39995506,0,0,NH 13,1,Newspapers & Media,0,1,72,Newspapers & Media/2023/Arunachal Pradesh/72,Nag Mandir Landslide,Nag Mandir - Rupa Road,1289.0,46.213048426055536,347.7178706542452,PART2
LS-0118,2023,Arunachal Pradesh,0,West Kameng,27.203191,92.38797,2023-08-27,8.0,239.0,,2.0,18.61701869,0,0,,0,Newspapers & Media,0,1,73,Newspapers & Media/2023/Arunachal Pradesh/73,Rupa Landslide,Shergaon - Rupa Road,1533.0120849609375,38.70201331162149,169.97858847766634,PART2
LS-0119,2023,Arunachal Pradesh,0,Lower Subansiri,27.552115,94.258982,2023-10-27,10.0,300.0,11:30 AM,2.0,0.0,0,0,,0,Newspapers & Media,0,1,85,Newspapers & Media/2023/Arunachal Pradesh/85,Subansiri Landslide,Near Subansiri Hydropower project dam,114.38894653320312,21.195745590348643,124.02312842838842,PART2
LS-0120,2024,Meghalaya,3,East Jaintia Hills,25.105844,92.36018,2024-02-03,2.0,34.0,4:00 AM,3.0,2.081,0,0,NH 6,1,Newspapers & Media,0,1,1,Newspapers & Media/2024/Meghalaya/1,Sonapur Tunnel Landslide,Near Sonapur Tunnel,55.556514739990234,22.236410286819694,221.43995875102755,PART1
LS-0121,2024,Arunachal Pradesh,0,Dibang Valley,28.233285,95.777581,2024-04-24,4.0,115.0,5:00 PM,3.0,31.155,0,0,NH 313,1,Newspapers & Media,0,1,1,Newspapers & Media/2024/Aarunachal Pradesh/2,Hunli and Anini,BetweeenHunli and Anini,879.6536865234375,36.070487860313975,93.03278551696451,PART2
LS-0122,2024,Meghalaya,3,East Jaintia Hills,25.102667,92.358006,2024-04-30,4.0,121.0,6:00 PM,3.0,3.825,0,0,NH 6,1,Newspapers & Media,0,1,2,Newspapers & Media/2024/Meghalaya/3,Sonapur Landslide,Near Sonapur Tunnel,64.33722686767578,47.44563734262548,230.79914134945372,PART1
LS-0123,2024,Assam,1,Dima Hasao,25.109872,92.891914,2024-05-01,5.0,122.0,,3.0,15.646,0,0,,0,Newspapers & Media,0,1,1,Newspapers & Media/2024/Assam/4,Jatinga Landslide,Between Jatinga and Harangajao Station,263.2398681640625,10.567823897933836,182.72619370771005,PART1
LS-0124,2024,Assam,1,Cachar,25.019471,92.76249,2024-05-03,5.0,124.0,,3.0,9.759,0,0,,0,Newspapers & Media,0,1,2,Newspapers & Media/2024/Assam/5,Damcherra Landslide,Badarpur Pahar line,66.21371459960938,15.973001422457727,2.468118854860336,PART1
LS-0125,2024,Arunachal Pradesh,0,KurungKu mey,27.78598,93.542196,2024-05-16,5.0,137.0,Morning,3.0,1.8,0,0,Road,1,Newspapers & Media,0,1,2,Newspapers & Media/2024/Arunachal Pradesh/6,Pach Nallah Landslide,Between Leel village and Tagum camp/6 kilo under Sangram circle,975.6314086914062,28.82939549083354,123.69438082629881,PART2
LS-0126,2024,Meghalaya,3,East Khasi Hills,25.569287,91.856166,2024-05-16,5.0,137.0,,3.0,7.69,0,0,,0,Newspapers & Media,0,1,3,Newspapers & Media/2024/Meghalaya/7,3rd Mile Landslide,Near St Gabriell Primary School,1558.210205078125,5.849900699465754,271.57974876661706,PART2
LS-0127,2024,Meghalaya,3,East Khasi Hills,25.568237,91.856614,2024-05-16,5.0,137.0,,3.0,7.69,0,0,,0,Newspapers & Media,0,1,4,Newspapers & Media/2024/Meghalaya/8,Borma Landslide,"Near Borma College, 3rd Mile",1569.1439208984375,18.17862613974629,194.29911143797938,PART2
LS-0128,2024,Meghalaya,3,East Khasi Hills,25.568556,91.873806,2024-05-17,5.0,138.0,,2.0,97.553,0,0,,0,Newspapers & Media,0,1,5,Newspapers & Media/2024/Meghalaya/10,Shillong Landslide,"Near New Assembly builidng, Meghalaya",1490.227783203125,6.315680943786274,329.4317181981798,PART2
LS-0129,2024,Sikkim,6,Pakyong,27.24534,88.61161,2024-05-17,5.0,138.0,Afternoon,2.0,1.803,0,0,,0,Newspapers & Media,0,1,1,Newspapers & Media/2024/Sikkim/9,Pakyong DC office Landslide,Near under construction DC office,1416.3865966796875,4.522204634295541,349.1662354256887,PART2
LS-0130,2024,Assam,1,Tinsukia,27.282038,95.738226,2024-05-26,5.0,147.0,12:30,2.0,21.025,0,0,,0,Newspapers & Media,0,1,3,Newspapers & Media/2024/Assam/11,Tikok Landslide,Situated between Bargolai and Namdang under the Tikok colliery in Ledo,226.3466033935547,13.492415184361462,181.02551510853667,PART2
LS-0131,2024,Assam,1,Dhemaji,27.532524,94.263033,2024-05-27,5.0,148.0,Day,2.0,50.167,1,1,,0,Newspapers & Media,0,1,4,Newspapers & Media/2024/Assam/12,Subansiri Landslide,NHPC Lower Subansiri Hydroelectricity Project in Gogamukh,105.0,0.0,,PART2
LS-0132,2024,Manipur,2,Ukhrul,24.67507,94.27133,2024-05-27,5.0,148.0,10:30 AM,3.0,89.176,0,0,,0,Newspapers & Media,0,1,1,Newspapers & Media/2024/Manipur/16,Kasom Landslide,Near Kasom Village,1341.9215087890625,29.223996115691627,289.01733583449084,PART1
LS-0133,2024,Meghalaya,3,East Jaintia Hills,25.106205,92.360977,2024-05-27,5.0,148.0,10:00,3.0,227.273,0,0,NH 6,1,Newspapers & Media,0,1,6,Newspapers & Media/2024/Meghalaya/17,Sonapur Tunnel Landslide,Near Sonapur Tunnel,79.4827880859375,38.36164816507699,223.73511048375022,PART1
LS-0134,2024,Manipur,2,Imphal,24.78167,93.7777,2024-05-28,5.0,149.0,,3.0,347.347,0,0,NH 37,1,Newspapers & Media,0,1,2,Newspapers & Media/2024/Manipur/30,Imphal Landslide,Imphal Jiribam Road,1002.2315673828125,11.819124142816696,94.7960572672971,PART1
LS-0135,2024,Manipur,2,Senapati,25.26763,93.97409,2024-05-28,5.0,149.0,,2.0,271.775,1,1,,0,Newspapers & Media,0,1,3,Newspapers & Media/2024/Manipur/31,Senapati Landslide,Senapati Thonglang Road,1605.2659912109375,16.612708203094567,145.41243724723552,PART1
LS-0136,2024,Meghalaya,3,East Khasi Hills,25.363389,91.614595,2024-05-28,5.0,149.0,Morning,2.0,278.215,1,1,,0,Newspapers & Media,0,1,7,Newspapers & Media/2024/Meghalaya/18,Weilong Landslide,East Khasi Hills,1626.7437744140625,5.091944211910877,85.36749972596311,PART1
LS-0137,2024,Meghalaya,3,East Khasi Hills,25.62836,91.893134,2024-05-28,5.0,149.0,4:00 AM,2.0,292.477,0,0,,0,Newspapers & Media,0,1,8,Newspapers & Media/2024/Meghalaya/19,Mawlai Landslide,East Khasi Hills,1264.058349609375,8.81523342554677,359.11592411614816,PART2
LS-0138,2024,Meghalaya,3,East Khasi Hills,25.625808,91.902597,2024-05-28,5.0,149.0,5:00 AM,2.0,293.352,0,0,,0,Newspapers & Media,0,1,9,Newspapers & Media/2024/Meghalaya/20,Mawkynroh Landslide,East Khasi Hills,1269.3739013671875,15.465074610801569,61.69171387552336,PART2
LS-0139,2024,Meghalaya,3,East Khasi Hills,25.453314,91.751767,2024-05-28,5.0,149.0,Morning,3.0,302.408,0,0,,0,Newspapers & Media,0,1,10,Newspapers & Media/2024/Meghalaya/21,Mawphland Landslide,Mawphland Block,1787.804443359375,20.717935417005645,8.550175512049464,PART1
LS-0140,2024,Meghalaya,3,East Khasi Hills,25.567062,91.871489,2024-05-28,5.0,149.0,Morning,2.0,115.358,0,0,,0,Newspapers & Media,0,1,11,Newspapers & Media/2024/Meghalaya/22,Rilbong Landslide,Near Rilbong Beat House,1520.71044921875,5.665695985922332,226.4215313887761,PART2
LS-0141,2024,Meghalaya,3,East Khasi Hills,25.560962,91.881821,2024-05-28,5.0,149.0,Morning,2.0,115.358,0,0,,0,Newspapers & Media,0,1,12,Newspapers & Media/2024/Meghalaya/23,Lumparing Landslide,Lower Lumparing,1578.6533203125,7.742503067774225,90.08817073271894,PART2
LS-0142,2024,Meghalaya,3,South West Khasi Hills,25.39192932,91.3896869,2024-05-28,5.0,149.0,Morning,2.0,73.799,0,0,,0,Newspapers & Media,0,1,13,Newspapers & Media/2024/Meghalaya/24,13 KM Landslide,MR Road,1531.677001953125,20.598776748460395,260.1318453239392,PART1
LS-0143,2024,Mizoram,4,Aizawl,23.68059,92.71768,2024-05-28,5.0,149.0,6:00 AM,2.0,660.93,28,1,,0,Newspapers & Media,0,1,1,Newspapers & Media/2024/Mizoram/13,Hlimen Landslide,"Situated between Meltham and Hlimen in the southern part of Aizawl city, Mizoram",1103.2733154296875,32.325078389622874,271.0834692022672,PART1
LS-0144,2024,Mizoram,4,Aizawl,23.74506,92.71425,2024-05-28,5.0,149.0,,3.0,596.485,0,0,NH-54,1,Newspapers & Media,0,1,2,Newspapers & Media/2024/Mizoram/14,Hunthar Landslide,Western outskirts of Aizawl,872.0555419921875,22.423354023134205,201.75613047402106,PART1
LS-0145,2024,Mizoram,4,Aizawl,23.71769,92.7266,2024-05-28,5.0,149.0,,2.0,596.485,0,0,,0,Newspapers & Media,0,1,3,Newspapers & Media/2024/Mizoram/15,Salem Landslide,Near Aizawl City,825.9204711914062,15.951519535591979,161.159902064613,PART1
LS-0146,2024,Mizoram,4,Aizawl,23.62224,92.72635,2024-05-28,5.0,149.0,,2.0,656.676,2,1,,0,Newspapers & Media,0,1,4,Newspapers & Media/2024/Mizoram/27,Falkawn Landslide,Falkawn Village,770.3856811523438,7.202359878721499,99.27694139066409,PART1
LS-0147,2024,Mizoram,4,Aizawl,23.45122,92.68159,2024-05-28,5.0,149.0,,2.0,594.249,1,1,,0,Newspapers & Media,0,1,5,Newspapers & Media/2024/Mizoram/28,Lungsei Landslide,Lungsei Village,906.8558349609375,26.969729833690966,309.3770378782845,PART1
LS-0148,2024,Mizoram,4,Aizawl,23.55912,92.70656,2024-05-28,5.0,149.0,,2.0,536.282,1,1,,0,Newspapers & Media,0,1,6,Newspapers & Media/2024/Mizoram/29,Aibawk Landslide,Aibawk Village,790.793212890625,14.230393072174705,340.07374772306287,PART1
LS-0149,2024,Nagaland,5,Phek,25.582963,94.298515,2024-05-28,5.0,149.0,,2.0,194.3,1,1,,0,Newspapers & Media,0,1,1,Newspapers & Media/2024/Nagaland/25,Rekizu Landslide,Rekizu Ward,2011.2506103515625,23.207843487522197,44.48796306883901,PART2
LS-0150,2024,Nagaland,5,Phek,25.579584,94.220527,2024-05-28,5.0,149.0,,2.0,194.3,0,0,,0,Newspapers & Media,0,1,2,Newspapers & Media/2024/Nagaland/26,Kikruma Landslide,Kikruma Village,1595.8189697265625,25.560208028348793,11.007421968276617,PART2
LS-0151,2024,Assam,1,Kamrup Metro,26.144954,91.747639,2024-05-29,5.0,150.0,,2.0,206.555,1,1,,0,Newspapers & Media,0,1,5,Newspapers & Media/2024/Assam/32,Krishna Nagar Landslide,Lal Ganesh Area,118.9326171875,5.578347657552417,5.215596867216959,PART2
LS-0152,2024,Assam,1,Dima Hasao,25.179895,93.116465,2024-05-30,5.0,151.0,,3.0,154.662,0,0,NH 27,1,Newspapers & Media,0,1,8,Newspapers & Media/2024/Assam/38,Mahur Landslide,Mahur Lasang Road,563.2509765625,13.276977706682743,335.0662998987086,PART1
LS-0153,2024,Assam,1,Dima Hasao,25.202045,93.01028,2024-05-30,5.0,151.0,,3.0,511.005,0,0,,0,Newspapers & Media,0,1,9,Newspapers & Media/2024/Assam/39,Lungkhok Landslide,"Road side, Lungkhok",397.9385681152344,25.676937576007408,197.10891912284916,PART1
LS-0154,2024,Assam,1,Dima Hasao,25.1934,93.020431,2024-05-30,5.0,151.0,,3.0,373.117,0,0,,0,Newspapers & Media,0,1,10,Newspapers & Media/2024/Assam/40,Bethel Landslide,"Road side, Bethel",469.8618469238281,12.302579912458476,82.51645051426738,PART1
LS-0155,2024,Assam,1,Kamrup Metro,26.190964,91.775725,2024-05-30,5.0,151.0,1:30,2.0,44.782,0,0,,0,Newspapers & Media,0,1,11,Newspapers & Media/2024/Assam/41,Rudra Nagar Landslide,"Chandmari, Guwahati",111.16641235351562,21.323473666556183,67.91447600094693,PART2
LS-0156,2024,Meghalaya,3,East Khasi Hills,25.271534,91.748951,2024-05-30,5.0,151.0,,3.0,564.639,4,1,,0,Newspapers & Media,0,1,14,Newspapers & Media/2024/Meghalaya/35,Nongpriang Landslide,Nongpriang village under Shella Block,668.8790283203125,30.91522764463788,35.04581891541994,PART1
LS-0157,2024,Meghalaya,3,East Jaintia Hills,25.15457,92.368435,2024-05-30,5.0,151.0,,3.0,599.519,0,0,NH 6,1,Newspapers & Media,0,1,15,Newspapers & Media/2024/Meghalaya/42,Lumshnong Landslide,Along Lumshnong Road Side,267.4786682128906,9.072201402774382,54.34022909496662,PART1
LS-0158,2024,Sikkim,6,Gangtok,27.62714,88.67311,2024-06-01,6.0,153.0,,3.0,0.54,0,0,,0,Newspapers & Media,0,1,2,Newspapers & Media/2024/Sikkim/33,Matim Landslide,Maltin and BOP areas,2087.318603515625,54.914761213870456,336.5470353457954,PART2
LS-0159,2024,Sikkim,6,Gangtok,27.37194,88.61639,2024-06-01,6.0,153.0,,3.0,0.0,0,0,,0,Newspapers & Media,0,1,3,Newspapers & Media/2024/Sikkim/34,Tashi Landslide,Gangtok Mangan Road,1880.90283203125,22.720717953923867,257.1274193412067,PART2
LS-0160,2024,Assam,1,Kamrup Metro,26.125215,91.71827,2024-06-03,6.0,155.0,Daytime,3.0,70.83,1,1,,0,Newspapers & Media,0,1,6,Newspapers & Media/2024/Assam/36,Katahbari Landslide,"Masjid Road No. 1, Katahbari",108.87065124511719,20.980785279392048,127.2734914840795,PART2
LS-0161,2024,Assam,1,Kamrup Metro,26.160366,91.698208,2024-06-03,6.0,155.0,Daytime,2.0,72.56,0,0,,0,Newspapers & Media,0,1,7,Newspapers & Media/2024/Assam/37,Gramya Nagar Landslide,"Gramya Nagar Path, Pandu",88.58183288574219,28.836598708882303,20.492096694901534,PART2
LS-0162,2024,Sikkim,6,Namchi,27.29403,88.41938,2024-06-10,6.0,162.0,6:30 AM,2.0,2.4,3,1,,0,Newspapers & Media,0,1,4,Newspapers & Media/2024/Sikkim/43,Majua Landslide,Yangang area,1328.4368896484375,12.757545194090504,123.01557441389235,PART2
LS-0163,2024,Mizoram,4,Mamit,23.75095,92.27094,2024-06-11,6.0,163.0,,2.0,70.7,0,0,,0,Newspapers & Media,0,1,7,Newspapers & Media/2024/Mizoram/49,Khantlang Landslide,Khantlang Village in Mamitdistrcit,597.28564453125,27.65274790164922,98.38400943852889,PART1
LS-0164,2024,Sikkim,6,Gangtok,27.23553,88.50579,2024-06-11,6.0,163.0,,3.0,10.0,0,0,NH 10,1,Newspapers & Media,0,1,6,Newspapers & Media/2024/Sikkim/46,Shantinagar Landslide,Shantinagar Area in Singtam,421.1888427734375,42.032610683867325,36.98204800511536,PART2
LS-0165,2024,Sikkim,6,Gangtok,27.32167,88.60993,2024-06-11,6.0,163.0,,3.0,13.6,0,0,,0,Newspapers & Media,0,1,7,Newspapers & Media/2024/Sikkim/47,Pani House Landslide,Pani House area in Gangtok,1580.4141845703125,32.213126390856694,286.4231123660453,PART2
LS-0166,2024,Sikkim,6,Mangan,27.86372,88.54756,2024-06-11,6.0,163.0,,3.0,13.6,0,0,,0,Newspapers & Media,0,1,8,Newspapers & Media/2024/Sikkim/48,Zeema Landslide,Zeema region in North Sikkim,3699.867919921875,35.63318110508785,249.18226774023591,PART2
LS-0167,2024,Sikkim,6,Mangan,27.50028,88.53445,2024-06-13,6.0,165.0,,3.0,99.0,6,1,,0,Newspapers & Media,0,1,5,Newspapers & Media/2024/Sikkim/45,Mangan Landslide,Mangan Area,1174.0736083984375,17.945128423603215,225.24317803521853,PART2
LS-0168,2024,Sikkim,6,Mangan,27.50669,88.55658,2024-06-13,6.0,165.0,,2.0,99.0,3,1,,0,Newspapers & Media,0,1,9,Newspapers & Media/2024/Sikkim/50,Pakshep Landslide,Pakshep area in Mangan,1699.6141357421875,25.059905353332496,176.7223631671185,PART2
LS-0169,2024,Sikkim,6,Mangan,27.5086,88.52691,2024-06-13,6.0,165.0,,3.0,99.0,0,0,,0,Newspapers & Media,0,1,10,Newspapers & Media/2024/Sikkim/51,Sangkalang Landslide,Near Sangkalang Bridge,753.7308959960938,19.180196177674972,203.10984079116332,PART2
LS-0170,2024,Meghalaya,3,Ri Bhoi,25.82781,91.874287,2024-06-14,6.0,166.0,,2.0,107.0,0,0,NH 6,1,Field Survey,2,1,19,Newspapers & Media/2024/Meghalaya/57,Ri Palei Landslide,Ri Bhoi region,570.809814453125,8.501349014637618,103.75303912102856,PART2
LS-0171,2024,Meghalaya,3,Ri Bhoi,25.800588,91.875187,2024-06-14,6.0,166.0,,2.0,107.0,0,0,NH 6,1,Field Survey,2,1,20,Newspapers & Media/2024/Meghalaya/58,Umsamlem Landslide,Ri Bhoi region,606.1914672851562,24.12518058851778,282.1817194695362,PART2
LS-0172,2024,Meghalaya,3,Ri Bhoi,25.679203,91.899853,2024-06-14,6.0,166.0,,2.0,234.0,0,0,NH 6,1,Field Survey,2,1,21,Newspapers & Media/2024/Meghalaya/59,Umiam Landslide,Ri Bhoi region,967.6685791015625,31.315578306853535,209.76087803314314,PART2
LS-0173,2024,Arunachal Pradesh,0,Upper Siang,28.748529,94.910333,2024-06-15,6.0,167.0,,3.0,23.9,0,0,,0,Newspapers & Media,0,1,3,Newspapers & Media/2024/Arunachal Pradesh/52,Bomdo Landslide,Between Ramsing and Bomdo,433.3520202636719,19.321692323389044,111.67767950987707,PART2
LS-0174,2024,Meghalaya,3,East Jaintia Hills,25.162582,92.38607,2024-06-15,6.0,167.0,12:25 PM,3.0,246.0,0,0,NH 6,1,Newspapers & Media,0,1,16,Newspapers & Media/2024/Meghalaya/44,Lumshnong 2 Landslide,Lumshnong area along NH 6,376.1923828125,24.451218423799904,74.89286112371218,PART1
LS-0175,2024,Meghalaya,3,South West Khasi Hills,25.568354,91.866635,2024-06-15,6.0,167.0,,2.0,140.0,0,0,,0,Newspapers & Media,0,1,17,Newspapers & Media/2024/Meghalaya/53,Lummawbah Landslide,South West Khasi Hills,1497.5889892578125,9.722145810148156,87.14793972291085,PART2
LS-0176,2024,Meghalaya,3,South West Khasi Hills,25.368971,91.466408,2024-06-15,6.0,167.0,,2.0,272.9,0,0,,0,Newspapers & Media,0,1,22,Newspapers & Media/2024/Meghalaya/60,Mawkyrwat Landslide,Mawkyrwat block,1549.3662109375,21.58691200837285,197.0586514969596,PART1
LS-0177,2024,Meghalaya,3,South West Khasi Hills,25.225818,91.236212,2024-06-15,6.0,167.0,,2.0,147.44,0,0,,0,Newspapers & Media,0,1,23,Newspapers & Media/2024/Meghalaya/61,Ranikor Landslide,Ranikor Block,88.20831298828125,14.004266400806117,330.00325941419993,PART1
