system:index,distance_to_landslide_m,exclusion_distance_m,landslide_target,random,sample_type,sampling_seed,.geo
398,24055.262714092616,1000,0,0.06549617004846209,background,2026,"{""type"":""Point"",""coordinates"":[91.98937743503532,23.39790971188743]}"
2908,18562.384954613673,1000,0,0.06567042718528016,background,2026,"{""type"":""Point"",""coordinates"":[94.12406580162633,26.421592840523957]}"
2797,5174.184856152034,1000,0,0.06586656532918078,background,2026,"{""type"":""Point"",""coordinates"":[94.27904375519837,27.488065597783326]}"
2716,18473.27429597965,1000,0,0.06595803346912821,background,2026,"{""type"":""Point"",""coordinates"":[94.13251593064426,25.96039687875213]}"
1782,7497.094333832529,1000,0,0.06609152393942586,background,2026,"{""type"":""Point"",""coordinates"":[93.97936310586353,25.198362804786385]}"
1953,19733.74631317785,1000,0,0.06827944310282741,background,2026,"{""type"":""Point"",""coordinates"":[94.33916512717563,28.279782549764363]}"
2967,6691.909610460703,1000,0,0.06900736204027902,background,2026,"{""type"":""Point"",""coordinates"":[93.83186387520593,24.464243093388017]}"
1278,24373.494862513286,1000,0,0.06902111009625322,background,2026,"{""type"":""Point"",""coordinates"":[94.44734700330787,27.746624504711665]}"
1896,16529.319135575886,1000,0,0.06965224261690794,background,2026,"{""type"":""Point"",""coordinates"":[95.81369151499617,27.004571216179272]}"
1020,9639.296497692367,1000,0,0.07035316126414515,background,2026,"{""type"":""Point"",""coordinates"":[91.28518967650717,25.151078003512822]}"
54,21183.03388376311,1000,0,0.07036781337044729,background,2026,"{""type"":""Point"",""coordinates"":[94.5715089964679,28.56557703417367]}"
2255,17641.153377238417,1000,0,0.07039346026322313,background,2026,"{""type"":""Point"",""coordinates"":[88.50185836183802,26.800977979443687]}"
1920,14316.17163090993,1000,0,0.07074260865614379,background,2026,"{""type"":""Point"",""coordinates"":[92.87896895129931,22.19930742019127]}"
292,20312.65183951515,1000,0,0.07322631062216844,background,2026,"{""type"":""Point"",""coordinates"":[92.95961321159412,23.848401189877286]}"
2601,24950.96586174379,1000,0,0.07366573754489891,background,2026,"{""type"":""Point"",""coordinates"":[95.99736946073051,27.162180201966617]}"
2428,21859.2027138467,1000,0,0.07376251202917383,background,2026,"{""type"":""Point"",""coordinates"":[92.85648465714445,24.023074103719424]}"
2484,11856.515853876168,1000,0,0.07440116193257651,background,2026,"{""type"":""Point"",""coordinates"":[92.2351556395451,23.852812866394995]}"
543,7228.474953163057,1000,0,0.07458361611376119,background,2026,"{""type"":""Point"",""coordinates"":[90.35510706176937,25.253594980147135]}"
199,23119.24763626354,1000,0,0.07462128708651772,background,2026,"{""type"":""Point"",""coordinates"":[94.54794747643112,28.39209779918522]}"
2381,21061.14039242636,1000,0,0.07470593183084517,background,2026,"{""type"":""Point"",""coordinates"":[92.47315622055349,23.712148530285145]}"
1754,8758.109399261382,1000,0,0.07483337991547001,background,2026,"{""type"":""Point"",""coordinates"":[92.40088021852448,25.009608658103193]}"
1208,4578.739273249186,1000,0,0.07520544140390206,background,2026,"{""type"":""Point"",""coordinates"":[94.32579194259947,28.49300290024787]}"
887,13342.567069497876,1000,0,0.07560295493799918,background,2026,"{""type"":""Point"",""coordinates"":[88.777353158556,27.52593329710312]}"
1473,3869.992845639635,1000,0,0.075986011642037,background,2026,"{""type"":""Point"",""coordinates"":[92.84573791768749,23.72245084750847]}"
2155,17040.22364623395,1000,0,0.0762419451125308,background,2026,"{""type"":""Point"",""coordinates"":[92.98680738635755,23.59035562734751]}"
832,10544.343662850863,1000,0,0.0762606554877926,background,2026,"{""type"":""Point"",""coordinates"":[91.5429134072801,25.2939914277883]}"
294,24963.4957459424,1000,0,0.07634225962167185,background,2026,"{""type"":""Point"",""coordinates"":[96.81455259364458,28.024098273751235]}"
56,3898.897630733272,1000,0,0.0769584655608978,background,2026,"{""type"":""Point"",""coordinates"":[91.78473421691373,23.40041759608336]}"
1709,18958.810546060573,1000,0,0.0773140150976831,background,2026,"{""type"":""Point"",""coordinates"":[92.79775097392891,26.994584093471985]}"
1778,15878.013261660433,1000,0,0.07830395584537797,background,2026,"{""type"":""Point"",""coordinates"":[95.12596108452112,28.66132628578457]}"
784,3129.8351508956707,1000,0,0.07878469947416156,background,2026,"{""type"":""Point"",""coordinates"":[93.41178527757083,27.870434163016334]}"
55,15252.495770581363,1000,0,0.0791831989292946,background,2026,"{""type"":""Point"",""coordinates"":[92.25980580885233,27.318458949063604]}"
2705,22785.902071049597,1000,0,0.07921541193667181,background,2026,"{""type"":""Point"",""coordinates"":[88.2604649776888,26.786741833736368]}"
1303,6554.822821259121,1000,0,0.0793753355620046,background,2026,"{""type"":""Point"",""coordinates"":[92.85852900582944,27.315017094891214]}"
2394,24328.442278993556,1000,0,0.0797600724408587,background,2026,"{""type"":""Point"",""coordinates"":[88.30484703155146,27.90476680895552]}"
872,4050.1894405762973,1000,0,0.07991961224445865,background,2026,"{""type"":""Point"",""coordinates"":[93.29334673105686,24.7598451167445]}"
195,22284.58148187017,1000,0,0.08004382210605976,background,2026,"{""type"":""Point"",""coordinates"":[92.97636355949737,25.400834558083986]}"
920,19320.6866343444,1000,0,0.08091315005670963,background,2026,"{""type"":""Point"",""coordinates"":[94.67458766355468,28.09499014700142]}"
2258,4926.14786923685,1000,0,0.08105452577827221,background,2026,"{""type"":""Point"",""coordinates"":[94.90924743490247,25.739442463730267]}"
2263,1071.5631367964925,1000,0,0.0812270791969727,background,2026,"{""type"":""Point"",""coordinates"":[93.63020056412643,27.08936310574472]}"
2153,19666.813580559963,1000,0,0.08159708823041023,background,2026,"{""type"":""Point"",""coordinates"":[92.83121020033693,23.33958509344813]}"
698,21532.5826672636,1000,0,0.08168974762257197,background,2026,"{""type"":""Point"",""coordinates"":[92.13603742748657,23.90060286272936]}"
870,2610.1569309565216,1000,0,0.08190139330535673,background,2026,"{""type"":""Point"",""coordinates"":[93.78506857836824,25.54547174941736]}"
430,23338.865384292578,1000,0,0.08215342284972482,background,2026,"{""type"":""Point"",""coordinates"":[88.12462303131855,26.932818888619398]}"
2829,6153.973983010285,1000,0,0.08243152763593675,background,2026,"{""type"":""Point"",""coordinates"":[92.61056259298944,23.94801389450774]}"
905,18304.913817099434,1000,0,0.08244153721610126,background,2026,"{""type"":""Point"",""coordinates"":[95.0757709169432,25.59982511042306]}"
2180,17257.636387903283,1000,0,0.08245826366526643,background,2026,"{""type"":""Point"",""coordinates"":[88.66857550707908,27.976402078448263]}"
1985,7513.111596588446,1000,0,0.08256627473642508,background,2026,"{""type"":""Point"",""coordinates"":[92.63198934433828,27.17586104616839]}"
120,3426.855058922076,1000,0,0.08264148620067535,background,2026,"{""type"":""Point"",""coordinates"":[94.00707745379036,25.275205178333547]}"
1219,19180.93207970184,1000,0,0.08292470875934987,background,2026,"{""type"":""Point"",""coordinates"":[91.42377323450877,25.196381750020898]}"
520,4933.65668002005,1000,0,0.08300735760715239,background,2026,"{""type"":""Point"",""coordinates"":[91.74126468725689,23.848480378980977]}"
99,10417.777147594208,1000,0,0.08323000830463778,background,2026,"{""type"":""Point"",""coordinates"":[92.66072915503298,22.128591855355282]}"
1076,23288.347104115084,1000,0,0.08367660739017824,background,2026,"{""type"":""Point"",""coordinates"":[93.60223170805307,28.043259679287114]}"
2372,19398.66092997154,1000,0,0.08432893346247239,background,2026,"{""type"":""Point"",""coordinates"":[94.40701116438717,26.4675016785193]}"
1340,23699.592692582846,1000,0,0.08455865193071277,background,2026,"{""type"":""Point"",""coordinates"":[95.04906371651862,26.463695008409356]}"
1469,18282.304150188043,1000,0,0.08483539927221062,background,2026,"{""type"":""Point"",""coordinates"":[90.27299011649313,25.10535913138175]}"
73,15975.262989269011,1000,0,0.08594762995418137,background,2026,"{""type"":""Point"",""coordinates"":[94.3009627404788,25.438775089087994]}"
1065,12770.390171018424,1000,0,0.08617797344680667,background,2026,"{""type"":""Point"",""coordinates"":[93.73977060051632,25.30671888668249]}"
2476,1551.6213660343521,1000,0,0.08663285867377613,background,2026,"{""type"":""Point"",""coordinates"":[94.78810205654601,26.231663295808545]}"
102,7678.301456504806,1000,0,0.08847843144828282,background,2026,"{""type"":""Point"",""coordinates"":[88.266227733204,27.39773707330727]}"
2878,10467.359400768491,1000,0,0.08871551313766357,background,2026,"{""type"":""Point"",""coordinates"":[94.09043610673518,28.317086826685912]}"
325,6167.861834564702,1000,0,0.08876252717487387,background,2026,"{""type"":""Point"",""coordinates"":[94.16132888761061,26.198058513645588]}"
2265,10505.71656969492,1000,0,0.08898731868745291,background,2026,"{""type"":""Point"",""coordinates"":[91.76965061128186,25.83281453684147]}"
1909,1841.9623035764785,1000,0,0.08927690532288868,background,2026,"{""type"":""Point"",""coordinates"":[94.66988736472486,25.596584791881973]}"
675,17883.15173142582,1000,0,0.08936793540396504,background,2026,"{""type"":""Point"",""coordinates"":[93.14205598592834,26.415793282667806]}"
1888,19894.08170536537,1000,0,0.08969328844932278,background,2026,"{""type"":""Point"",""coordinates"":[93.4083568534575,27.651654020746534]}"
2294,8561.847395486473,1000,0,0.08989712845029707,background,2026,"{""type"":""Point"",""coordinates"":[94.2712590918474,24.597773303413728]}"
2785,3378.4905238106976,1000,0,0.09015107277093082,background,2026,"{""type"":""Point"",""coordinates"":[94.80329508645285,28.78055429039504]}"
405,12310.439043350707,1000,0,0.09021857849516657,background,2026,"{""type"":""Point"",""coordinates"":[92.69458912794508,24.90672507318949]}"
2217,4866.479348093242,1000,0,0.09038321124567017,background,2026,"{""type"":""Point"",""coordinates"":[96.53823434355704,28.031340306603134]}"
620,7552.90825678292,1000,0,0.0914153304286881,background,2026,"{""type"":""Point"",""coordinates"":[91.37472227566522,25.325116443129165]}"
1728,19033.86809403118,1000,0,0.09158994842886925,background,2026,"{""type"":""Point"",""coordinates"":[92.00485985684098,26.245996189486505]}"
1942,15733.401396881096,1000,0,0.09274547166518265,background,2026,"{""type"":""Point"",""coordinates"":[95.7033642509061,27.42057002803228]}"
705,10673.067885735578,1000,0,0.09299758470987185,background,2026,"{""type"":""Point"",""coordinates"":[95.51738041223788,26.854504566539212]}"
1907,11455.07774081776,1000,0,0.09356153462303518,background,2026,"{""type"":""Point"",""coordinates"":[94.53588934685224,26.119202149780687]}"
351,17933.735855415896,1000,0,0.09411303064454302,background,2026,"{""type"":""Point"",""coordinates"":[94.09418905663726,24.678784413922344]}"
1676,14457.61909015959,1000,0,0.0941775973641844,background,2026,"{""type"":""Point"",""coordinates"":[94.02198193202786,28.308260881181965]}"
1359,23844.46344597622,1000,0,0.09462695822098022,background,2026,"{""type"":""Point"",""coordinates"":[92.77005088019344,23.252012401494465]}"
2340,7598.783089316821,1000,0,0.09464244381643683,background,2026,"{""type"":""Point"",""coordinates"":[94.99517684927888,25.66412230984195]}"
862,19387.06846961973,1000,0,0.09474556779030496,background,2026,"{""type"":""Point"",""coordinates"":[90.44574786024795,25.73018538386498]}"
471,16814.53562923489,1000,0,0.09476509657215115,background,2026,"{""type"":""Point"",""coordinates"":[94.08407848279982,24.75278005728197]}"
1345,24130.4006385273,1000,0,0.09481203866648036,background,2026,"{""type"":""Point"",""coordinates"":[93.08379546527598,23.62090927419294]}"
2616,19768.883196068007,1000,0,0.09519509894976075,background,2026,"{""type"":""Point"",""coordinates"":[91.3818603324301,25.106324844362543]}"
1069,14326.240339541939,1000,0,0.0955486044057311,background,2026,"{""type"":""Point"",""coordinates"":[91.73011452858111,26.313555545020613]}"
2877,22553.788464739795,1000,0,0.09571461145087368,background,2026,"{""type"":""Point"",""coordinates"":[93.00366187852136,22.91187880218198]}"
2860,19240.62500752856,1000,0,0.09590347539985744,background,2026,"{""type"":""Point"",""coordinates"":[91.47546695329132,23.746964345575826]}"
815,4028.523047146818,1000,0,0.09606956567405289,background,2026,"{""type"":""Point"",""coordinates"":[93.45270250979384,24.854882272123824]}"
1379,22414.690729474867,1000,0,0.09607489112918066,background,2026,"{""type"":""Point"",""coordinates"":[92.47670371595572,26.86377796701124]}"
890,8045.112848371829,1000,0,0.09648085828817932,background,2026,"{""type"":""Point"",""coordinates"":[92.44215154685894,25.08145665514328]}"
229,19112.71669556629,1000,0,0.09691348598088745,background,2026,"{""type"":""Point"",""coordinates"":[92.07168124443477,25.546731826423752]}"
1197,15898.668973741815,1000,0,0.09707547095342728,background,2026,"{""type"":""Point"",""coordinates"":[95.1360698151251,26.098951044683858]}"
1805,14488.68302852016,1000,0,0.0975874688938676,background,2026,"{""type"":""Point"",""coordinates"":[92.74226989690885,27.08267551962425]}"
2982,13611.465493794083,1000,0,0.09779121931042789,background,2026,"{""type"":""Point"",""coordinates"":[92.67068463055124,27.363442540185165]}"
2044,23910.160802667622,1000,0,0.09815193336404071,background,2026,"{""type"":""Point"",""coordinates"":[91.04690372998435,25.35607193362297]}"
277,13025.733845969613,1000,0,0.09881608265201258,background,2026,"{""type"":""Point"",""coordinates"":[91.17776892249806,25.609952729815245]}"
2833,10119.221792413424,1000,0,0.09884636416534498,background,2026,"{""type"":""Point"",""coordinates"":[92.99699522920785,25.292591410959343]}"
2561,4965.942722011761,1000,0,0.09895351864437096,background,2026,"{""type"":""Point"",""coordinates"":[92.5611837528834,27.01586826573882]}"
1228,5964.46703976841,1000,0,0.09959765560400935,background,2026,"{""type"":""Point"",""coordinates"":[94.64533683786574,26.293737847902925]}"
1981,6340.224637850757,1000,0,0.09988070800412852,background,2026,"{""type"":""Point"",""coordinates"":[94.55249076396679,26.379457011096854]}"
174,12360.488081807822,1000,0,0.10010611206579856,background,2026,"{""type"":""Point"",""coordinates"":[91.64472341691594,23.320609275658324]}"
2578,11618.412317818322,1000,0,0.10064270550307375,background,2026,"{""type"":""Point"",""coordinates"":[95.10294065038643,28.27927394423546]}"
1294,21347.969286059415,1000,0,0.10068783967613737,background,2026,"{""type"":""Point"",""coordinates"":[92.69022741056014,21.949239695046842]}"
1296,23180.483920657567,1000,0,0.10083607062847466,background,2026,"{""type"":""Point"",""coordinates"":[95.93688525803674,28.387794456618984]}"
702,20371.746141818556,1000,0,0.10099795850324966,background,2026,"{""type"":""Point"",""coordinates"":[94.05257542108468,25.919684869912512]}"
2075,21083.731047696314,1000,0,0.10130182688254974,background,2026,"{""type"":""Point"",""coordinates"":[94.05884229880614,28.410133403600454]}"
1124,7501.844713885054,1000,0,0.10156236946641062,background,2026,"{""type"":""Point"",""coordinates"":[93.6973404464361,27.02773099296373]}"
2083,19485.6559326989,1000,0,0.10167257167259225,background,2026,"{""type"":""Point"",""coordinates"":[90.51610584734068,25.39079613274537]}"
2089,22030.67519452375,1000,0,0.101780640164436,background,2026,"{""type"":""Point"",""coordinates"":[90.19903823337461,25.071491881757638]}"
374,16247.685762610461,1000,0,0.10184542753863512,background,2026,"{""type"":""Point"",""coordinates"":[92.50748104832087,24.932963195131567]}"
2980,21047.91996255647,1000,0,0.10298543582251918,background,2026,"{""type"":""Point"",""coordinates"":[94.78562801434106,28.395696110455717]}"
1889,23992.38097464698,1000,0,0.1036675722223176,background,2026,"{""type"":""Point"",""coordinates"":[91.05611668253974,25.436375702365808]}"
674,19729.207527494822,1000,0,0.10447584867000337,background,2026,"{""type"":""Point"",""coordinates"":[91.92379223275705,23.510731101070512]}"
204,9625.77364281377,1000,0,0.1046716701882594,background,2026,"{""type"":""Point"",""coordinates"":[93.52688395027812,24.6866827126261]}"
176,20227.373413563473,1000,0,0.10490603862838455,background,2026,"{""type"":""Point"",""coordinates"":[95.9688436632088,28.301390525353078]}"
1107,23427.408600559553,1000,0,0.10502348123674088,background,2026,"{""type"":""Point"",""coordinates"":[92.74702511031283,23.248495634652944]}"
376,8416.845515415442,1000,0,0.10513588885606451,background,2026,"{""type"":""Point"",""coordinates"":[93.77567095464032,25.864463884933375]}"
687,4573.720998304356,1000,0,0.10522316709329682,background,2026,"{""type"":""Point"",""coordinates"":[92.76249354096977,23.68207451942438]}"
990,16237.139078554936,1000,0,0.10553340219806229,background,2026,"{""type"":""Point"",""coordinates"":[92.90688507721765,25.314493329132738]}"
2994,21510.28055816424,1000,0,0.10560601093155786,background,2026,"{""type"":""Point"",""coordinates"":[88.8580580426111,27.729954162884134]}"
1993,18341.8399533024,1000,0,0.10577339535203911,background,2026,"{""type"":""Point"",""coordinates"":[91.88609614216166,25.09473352611716]}"
2810,9909.879143384735,1000,0,0.106072958220511,background,2026,"{""type"":""Point"",""coordinates"":[91.49248954710978,25.59963185529605]}"
2380,14258.914321600203,1000,0,0.1066207400483773,background,2026,"{""type"":""Point"",""coordinates"":[95.3906543926181,28.044558080989123]}"
2506,2809.5636305610165,1000,0,0.10665261928668146,background,2026,"{""type"":""Point"",""coordinates"":[93.93811519877703,25.13752373463296]}"
1467,8688.19514278011,1000,0,0.1066903055676216,background,2026,"{""type"":""Point"",""coordinates"":[93.8958224748196,25.08552518937339]}"
2676,9230.616120585459,1000,0,0.10698363487401052,background,2026,"{""type"":""Point"",""coordinates"":[93.84878315934222,24.061376076165736]}"
123,5670.127819223646,1000,0,0.10737255545179725,background,2026,"{""type"":""Point"",""coordinates"":[94.16741659344048,28.282497067782614]}"
1564,7464.226631994967,1000,0,0.1074678395331572,background,2026,"{""type"":""Point"",""coordinates"":[93.26472701468063,27.219575844300117]}"
875,24950.47956730266,1000,0,0.10760185794159927,background,2026,"{""type"":""Point"",""coordinates"":[93.99444439417478,26.30147862324068]}"
2441,14005.224634533328,1000,0,0.10777277089214099,background,2026,"{""type"":""Point"",""coordinates"":[91.36080912018433,25.636260091868962]}"
497,5506.214707020072,1000,0,0.10821246186932865,background,2026,"{""type"":""Point"",""coordinates"":[92.46934525751885,24.78618066680026]}"
2973,18762.359348027716,1000,0,0.10827364330295641,background,2026,"{""type"":""Point"",""coordinates"":[93.5004460012246,25.2091486074577]}"
1576,13752.402822660308,1000,0,0.10867878096765737,background,2026,"{""type"":""Point"",""coordinates"":[94.29116455289285,24.552244072091636]}"
2552,14337.39120006005,1000,0,0.10880013655119547,background,2026,"{""type"":""Point"",""coordinates"":[96.66533887902885,27.973688572353154]}"
355,16657.64697326218,1000,0,0.1088419192526151,background,2026,"{""type"":""Point"",""coordinates"":[94.30787058906104,24.528441929048277]}"
1194,8943.96095974705,1000,0,0.109011071878516,background,2026,"{""type"":""Point"",""coordinates"":[94.1646346802394,26.328053091134365]}"
2826,20381.782900568334,1000,0,0.1090799882016934,background,2026,"{""type"":""Point"",""coordinates"":[93.44693868889411,26.93464006637582]}"
995,7544.701807552529,1000,0,0.10929274854898119,background,2026,"{""type"":""Point"",""coordinates"":[93.33862421520296,24.835251991230653]}"
