system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDMI,NDVI,NDWI,aspect,casualty,dem_source,district,elevation,event_date,event_day_of_year,event_month,event_time_raw,event_type,has_casualty,hls_cloud_cover,hls_date,hls_days_before_event,hls_image_count,hls_valid,landslide_name,landslide_target,location,rainfall_24h_mm,record_id,road_affected,road_affected_flag,slide_id,slide_no,slope,source,source_code,state,state_code,year,.geo
00000000000000000101,,,,,,,,,,,,,,,140.2830375084091,0,PART2,East Khasi Hills,1174.9417724609375,2024-07-02,184.0,7.0,,3.0,0,31.0,2024-07-01,0.0696875,10,true,Mawlai 3 Landslide,1,"GS Road, East Khasi Hills",50.630001068115234,LS-0258,NH 6,1,Newspapers & Media/2024/Meghalaya/113,44,11.639931819325064,Field Survey,2,Meghalaya,3,2024,"{""type"":""Point"",""coordinates"":[91.88942670093198,25.640972587183484]}"
00000000000000000004,0.21654802411591847,0.10428166987536731,0.027612047826527507,0.07116111561455064,0.0449415695612524,0.11871544736042149,0.27804658526699766,0.32493924409767966,0.32785071435809093,0.35952645658121385,0.5149427893012862,0.20248855351847736,0.7569764405421389,-0.6431523382860121,82.92621015570552,0,PART2,West Kameng,2063.822998046875,2021-04-28,118.0,4.0,,2.0,0,73.0,2021-04-26,1.8145949074074075,5,true,Membachur_Garbow_landslide,1,between Membachur and Garbow villages,0.5387250185012817,LS-0005,,0,Newspaper/2021/Arunachal Pradesh/14,14,36.78596923295876,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[92.3039848667698,27.186595112530995]}"
00000000000000000013,0.35970932469373307,0.22780320441429588,0.13658271742431918,0.1694039384428471,0.16296895818568394,0.20414097904221937,0.34288390199453284,0.4003947504302928,0.3980139465424726,0.4195918851878102,0.27281305169768616,0.05114420416248978,0.4247083280560606,-0.40860119944597434,195.3964249979365,1,PART2,Tirap,1326.96044921875,2021-06-22,173.0,6.0,1:30,2.0,1,65.0,2021-05-30,22.82929398148148,3,true,Kuthong Landslide,1,Kuthong Village in Tirap District,96.874331,LS-0020,,0,Newspaper/2021/Arunachal Pradesh/11,11,23.437709630493423,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[95.60361262789445,26.91194570134611]}"
00000000000000000043,0.2219076833409356,0.14376968729410572,0.06642993766154782,0.09773660230094774,0.0901001925903401,0.12836211545284076,0.2837020221985709,0.3409124626222696,0.3357744513709391,0.36750030915817766,0.4084595680773428,0.2061867465532779,0.6023172320470878,-0.5739104422086395,141.3113663563994,0,PART2,Lower Subansiri,1044.0313720703125,2021-09-09,252.0,9.0,,3.0,0,41.0,2021-09-05,3.822326388888889,1,true,Raga landslide,1,Raga headquarters,3.679492950439453,LS-0068,,0,Newspaper/2021/Arunachal Pradesh/16,16,12.69807406062382,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[94.07395368431827,27.794027235334557]}"
00000000000000000045,0.09603317787803513,0.04571906524053326,0.01622292796674608,0.03343089167131343,0.022317711765600448,0.045081700207836965,0.1335261722512292,0.1733011202919856,0.16345514776701975,0.18807531809195507,0.5572533571442089,0.25441538134215064,0.7558918687222826,-0.6571748645418343,148.24703771873635,0,PART2,West Kameng,777.1378784179688,2021-09-20,263.0,9.0,,2.0,0,79.0,2021-09-13,6.8145949074074075,5,true,20_landslides_BCT_road,1,20 locations along BCT Road between Sessa and Nechiphu,0.0,LS-0070,,0,Newspaper/2021/Arunachal Pradesh/17,17,47.29645951625439,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[92.56607299028713,27.10444063472231]}"
00000000000000000030,0.2558137993920973,0.20147813576494425,0.10636211246200608,0.1417350607902736,0.15190674265450857,0.16912659067882474,0.2800811752786222,0.3313630496453901,0.30662127152988855,0.3529231762917934,0.20762589355295,0.09005460718164575,0.35007302946099633,-0.3833204269315147,353.0290084334943,1,PART2,Kamrup metro,66.99681091308594,2021-08-06,218.0,8.0,14:30,2.0,1,69.0,2021-07-20,16.81445601851852,1,true,Borbari_landslide,1,Borbari,0.00963400024920702,LS-0049,,0,Newspaper/2021/Assam/75,75,8.679282354395369,Newspaper,0,Assam,1,2021,"{""type"":""Point"",""coordinates"":[91.81052290779125,26.15423741394037]}"
00000000000000000048,0.17590135292627312,0.11694042057258677,0.05610245249556627,0.08153969597162401,0.07903121357993413,0.09043737015454774,0.16530335951355465,0.20884385102609573,0.190212556371928,0.226601976184444,0.24032996407029236,0.04012915540719502,0.40564525139052765,-0.3904670824050393,29.099160782962315,0,PART2,Kamrup metro,54.59192657470703,2021-10-20,293.0,10.0,,2.0,0,59.0,2021-10-13,6.814247685185185,8,true,Pandu_landslide,1,Guwahati,21.309879302978516,LS-0073,,0,Newspaper/2021/Assam/74,74,2.99661456193117,Newspaper,0,Assam,1,2021,"{""type"":""Point"",""coordinates"":[91.69016285215665,26.17025004582329]}"
0000000000000000000f,,,,,,,,,,,,,,,256.2714919826252,0,PART1,Ukhrul,1873.399658203125,2021-06-16,167.0,6.0,,1.0,0,67.0,2021-06-04,11.829386574074075,4,true,Mini_Secretariat_landslide,1,"Mini Secretariat Complex, Hamleikhong",0.0,LS-0016,,0,Newspaper/2021/Manipur/30,30,23.437737100988457,Newspaper,0,Manipur,2,2021,"{""type"":""Point"",""coordinates"":[94.35842203602287,25.09176740593582]}"
0000000000000000001e,0.13372451462462617,0.06834947533836873,0.010617194707760937,0.041764333147462876,0.032767795407309785,0.06092200537334618,0.18040425305418964,0.2469278096010544,0.22202927459826638,0.2649088913671617,0.519677938571547,0.24077774337094174,0.7300751993540012,-0.6716921186486731,293.9034969561884,3,PART1,Tamenglong,262.5234680175781,2021-07-19,200.0,7.0,14:50,1.0,1,72.0,2021-07-12,6.822349537037037,1,true,Thingou_landslide,1,"8km towards Thingou, 15 km north from Nungba PS",48.191199,LS-0031,,0,Newspaper/2021/Manipur/29,29,22.10979771039799,Newspaper,0,Manipur,2,2021,"{""type"":""Point"",""coordinates"":[93.44024407900676,24.818353165742728]}"
00000000000000000046,0.22018035813929898,0.1313130624461016,0.06264633490589971,0.09361108912900118,0.07547380408867249,0.11610978542078836,0.3076096636737179,0.3719408664333181,0.38171692791558876,0.3979549079287781,0.5210757518585909,0.28526327739547735,0.7077865536193164,-0.6443558370544391,113.17706347645436,0,PART1,Chandel,1508.9569091796875,2021-10-09,282.0,10.0,,2.0,0,46.0,2021-09-25,13.82232638888889,1,true,Khulmulen-Sajik landslide,1,Khulmulen-Sajik Road in Sajik Valley,0.09384900331497192,LS-0071,,0,Newspaper/2021/Manipur/32,32,22.103843962748524,Newspaper,0,Manipur,2,2021,"{""type"":""Point"",""coordinates"":[93.91582950186204,24.00521825224266]}"
00000000000000000002,0.09880443307325967,0.058819444725909414,0.013766100922079236,0.026928351403384336,0.030691716485966178,0.04627076704833316,0.08402471881649616,0.09972499240044586,0.10363625493971024,0.11485159590637352,0.33966708151624736,0.07412491169375708,0.5439316428738672,-0.5731384403921518,205.3447888081092,0,PART2,East Khasi Hills,1294.05810546875,2021-02-24,55.0,2.0,,1.0,0,40.0,2021-02-15,8.81332175925926,5,true,Sonapani_landslide,1,Sonapani Hydro-Electric Power Project,0.27638399600982666,LS-0003,,0,Newspaper/2021/Meghalaya/18,18,38.23284849684716,Newspaper,0,Meghalaya,3,2021,"{""type"":""Point"",""coordinates"":[91.86466085368114,25.585545961089146]}"
0000000000000000000e,0.367945099132904,0.25995621418792153,0.7508469753055117,0.7788809593833986,0.779560240352923,0.7866160235282184,0.8090618173520611,0.8326190000507071,0.7876938948329191,0.8395247249125297,0.519287267103607,0.3782770387457033,0.005139486305554867,-0.005355956616551751,119.41908031847656,4,PART1,Aizawl,886.4696044921875,2021-06-11,162.0,6.0,21:30:00,1.0,1,65.0,2021-05-28,13.82232638888889,2,true,Thuampui landslide,1,Thuampui,17.590322494506836,LS-0015,,0,Newspaper/2021/Mizoram/35,35,34.63244234807314,Newspaper,0,Mizoram,4,2021,"{""type"":""Point"",""coordinates"":[92.74173927628762,23.741921712339842]}"
00000000000000000000,0.09294899645210339,0.06912323365433351,0.020018945767866204,0.0377260415610745,0.04230361885453624,0.05373508362899141,0.07986323365433354,0.09072011657374557,0.09032835783071465,0.09747512417638116,0.2423395381012152,0.06453886350161923,0.39761206321329523,-0.4210226763962177,219.30513329475164,0,PART2,Dimapur,220.1959381103516,2021-02-02,33.0,2.0,,3.0,0,1.0,2021-01-28,4.819085648148148,6,true,TL Park landslide,1,Near TL Park between Chumoukedima and Nukioladong,0.0,LS-0001,,0,Newspaper/2021/Nagaland/37,37,17.586540514558234,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[93.80565403303349,25.79350059781765]}"
00000000000000000005,0.20696551811502403,0.1430296529009374,0.03186811755763872,0.069153088421586,0.08336200658728149,0.11165264758044086,0.17885172029389415,0.20453237902204213,0.2039834659234862,0.22242614137319483,0.1834098492392496,-0.007091891887104666,0.43650712552742776,-0.4993129490388066,353.19526230657874,0,PART2,Dimapur,804.1127319335938,2021-05-10,130.0,5.0,07:00,1.0,0,42.0,2021-04-23,16.822349537037038,2,true,Piphema_landslide,1,Piphema,2.610090970993042,LS-0006,,0,Newspaper/2021/Nagaland/45,45,35.689003159277625,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[93.9406800720329,25.766188603865295]}"
0000000000000000001c,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,333.17440217996733,0,PART2,Phek,1558.338623046875,2021-07-12,193.0,7.0,,2.0,0,,,,0,false,Losami_Phek_landslide,1,Landslide between Losami and Phek Village,1.3348829746246338,LS-0029,,0,Newspaper/2021/Nagaland/41,41,33.073867992085205,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.43881070981438,25.657787857256025]}"
0000000000000000002f,0.243836587466437,0.12240570950909373,0.03121976797203505,0.08402566999341404,0.05633584781397232,0.11849658037387917,0.3496019403211915,0.4402146511981358,0.4100002330411876,0.47661643446983143,0.5322419935548431,0.24743657375541722,0.7526043796592262,-0.6560917268308023,117.8953750431586,0,PART2,Wokha,681.3712768554688,2021-08-05,217.0,8.0,,3.0,0,72.0,2021-07-27,8.82232638888889,3,true,Sanis_Doyang_landslide,1,Between Sanis and Doyang,8.485464096069336,LS-0048,,0,Newspaper/2021/Nagaland/44,44,37.43691741510169,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.22193787097898,26.208540346569233]}"
00000000000000000031,0.4968976688795418,0.3537762985861247,0.5298152130948156,0.5623089089342725,0.5621454061724016,0.5648109410631937,0.6198815233365428,0.6577228753864084,0.6174663457152991,0.6703382506461258,0.2789481473131219,0.11182239482952411,0.04839229506519285,-0.04725385458942168,138.05477290304032,0,PART2,Wokha,1384.524658203125,2021-08-06,218.0,8.0,,2.0,0,57.0,2021-07-22,14.822349537037036,1,true,Lower Etsuchuka Colony landslide,1,Lower Etsuchuka Colony,57.99448776245117,LS-0050,,0,Newspaper/2021/Nagaland/39,39,8.983991493441088,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.25462754080179,26.092898019849173]}"
00000000000000000032,0.5522632147201945,0.3888674624898621,0.6219786141524738,0.6546582978507705,0.6520284367396593,0.6505649482968372,0.6958039233576644,0.726864948296837,0.7087078467153284,0.7364341545012166,0.29175604624564333,0.12407655764276204,0.0419360680309727,-0.03982343381086923,301.22464357554713,0,PART2,Wokha,1351.225341796875,2021-08-06,218.0,8.0,,2.0,0,57.0,2021-07-22,14.822349537037036,1,true,Police_Point_landslide,1,Police Point,57.99448776245117,LS-0051,,0,Newspaper/2021/Nagaland/42,42,5.67291566312167,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.25428864912173,26.096246804740307]}"
00000000000000000033,0.28792056841785296,0.20752342063934348,0.23672267592076607,0.26013089315568166,0.25128548052079647,0.26448583008257776,0.35906694361416486,0.4093149045037741,0.3753306753128326,0.4240863012310656,0.2948815448052009,0.1352376053382726,0.21675017192303767,-0.1972327722303813,288.9735287881771,0,PART2,Wokha,1189.765869140625,2021-08-06,218.0,8.0,,2.0,0,57.0,2021-07-22,14.822349537037036,1,true,Airfield_colony_landslide,1,Airfield Colony,57.99448776245117,LS-0052,,0,Newspaper/2021/Nagaland/43,43,15.858148346804628,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.24695788698986,26.091212479650963]}"
00000000000000000008,0.1959108821146445,0.14310721085679562,0.04808715819323475,0.06856166700425362,0.06971405711970834,0.09414588819120924,0.16336110998582132,0.1924270204577679,0.19215607656471548,0.2146731112011344,0.15786089799020822,-0.01044570651834774,0.47042265579690046,-0.4698238341670239,239.33368230287056,0,PART2,East Sikkim,1591.645263671875,2021-06-01,152.0,6.0,,1.0,0,52.0,2021-05-24,7.807627314814815,1,true,Seesa Golai Landslide,1,Seesa Golai,50.510061,LS-0009,,0,Newspaper/2021/Sikkim/67,67,25.480757576297734,Newspaper,0,Sikkim,6,2021,"{""type"":""Point"",""coordinates"":[88.6102305408342,27.326816004257658]}"
0000000000000000000d,0.39838720806525163,0.28827165003292965,0.4922621409392572,0.5009629464511881,0.488436004863468,0.49037238968539437,0.5242197325092458,0.547937382846142,0.5407247378286641,0.554979279598764,0.31341883878241594,0.15752152723543036,0.053001447890387694,-0.03849570212882318,212.0324292362287,1,PART2,East Sikkim,1615.595703125,2021-06-09,160.0,6.0,,1.0,1,77.0,2021-06-08,0.807650462962963,4,true,Tashi Namgyal Secondary School Landslide,1,,66.071349,LS-0014,,0,Newspaper/2021/Sikkim/68,68,9.696395541775876,Newspaper,0,Sikkim,6,2021,"{""type"":""Point"",""coordinates"":[88.60827299547174,27.343270087144877]}"
00000000000000000023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.033882134813155,0,PART2,South Sikkim,243.26568603515625,2021-07-29,210.0,7.0,,1.0,0,,,,0,false,Melli Secondary School Landslide,1,Melli Secondary School,33.11083221435547,LS-0036,,0,Newspaper/2021/Sikkim/54,54,2.6980590825541637,Newspaper,0,Sikkim,6,2021,"{""type"":""Point"",""coordinates"":[88.45744390233895,27.090965231338796]}"
00000000000000000024,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,49.397417027857614,1,PART2,South Sikkim,253.4198455810547,2021-07-30,211.0,7.0,,2.0,1,,,,0,false,Melli Bazaar Landslide,1,Melli Bazaar,95.820024,LS-0037,,0,Newspaper/2021/Sikkim/55,55,22.724154735606767,Newspaper,0,Sikkim,6,2021,"{""type"":""Point"",""coordinates"":[88.45681516909039,27.090724439881914]}"
00000000000000000012,0.17648276176485486,0.07933242490248718,0.027225257079175315,0.05490268983334176,0.03530004052479611,0.0769259105415125,0.21738135352819002,0.27927479357681984,0.26476924674535224,0.305056780304949,0.5394497264785615,0.20090151768634076,0.7643218411068049,-0.6561479788402287,271.7567949759658,2,PART2,Kalimpong,471.8810119628906,2021-06-18,169.0,6.0,,2.0,1,77.0,2021-06-08,9.807650462962963,7,true,Bhalukhola_landslide,1,Bhalu Khola,5.959683895111084,LS-0019,,0,Newspaper/2021/Sikkim-West Bengal/60,60,21.39093285493967,Newspaper,0,Sikkim/West Bengal,6,2021,"{""type"":""Point"",""coordinates"":[88.46469440065185,27.09117034998726]}"
00000000000000000026,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,287.97953062032354,2,PART2,Kalimpong,381.1495361328125,2021-07-30,211.0,7.0,,2.0,1,,,,0,false,Mamkhola Landslide,1,Mamkhola,27.444981,LS-0039,,0,Newspaper/2021/Sikkim-West Bengal/56,56,48.37463962810723,Newspaper,0,Sikkim/West Bengal,6,2021,"{""type"":""Point"",""coordinates"":[88.53193318543674,27.142900381308284]}"
00000000000000000027,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,264.0785243617712,0,PART2,Kalimpong,250.74917602539065,2021-07-30,211.0,7.0,,2.0,0,,,,0,false,Melli 2 Landslide,1,near Melli,95.820024,LS-0040,,0,Newspaper/2021/Sikkim-West Bengal/57,57,52.818574803498485,Newspaper,0,Sikkim/West Bengal,6,2021,"{""type"":""Point"",""coordinates"":[88.46675450533853,27.108707994430457]}"
00000000000000000028,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,287.6965485344108,0,PART2,South Sikkim,442.6162414550781,2021-07-30,211.0,7.0,,2.0,0,,,,0,false,Melli_Jorethang_landslide,1,Between Melli and Jorethang,63.980069,LS-0041,,0,Newspaper/2021/Sikkim-West Bengal/58,58,22.242244978473213,Newspaper,0,Sikkim/West Bengal,6,2021,"{""type"":""Point"",""coordinates"":[88.3259271758686,27.111334404950945]}"
0000000000000000003f,0.3468070458231957,0.267487839618816,0.282717533454988,0.30812764598540165,0.2961620032441201,0.30468872668288743,0.381031625101379,0.43013141727493953,0.4113195002027577,0.44292111719383637,0.21522349112900183,0.08766838083942606,0.181379552766988,-0.16169730946438,81.5660521065148,1,PART1,South,26.304155349731445,2021-08-26,238.0,8.0,,2.0,1,76.0,2021-08-04,21.81447916666667,1,true,Sarsima Landslide,1,Sarsima area of Belonia in South Tripura,78.381047,LS-0064,,0,Newspaper/2021/Tripura/70,70,5.334689138846076,Newspaper,0,Tripura,7,2021,"{""type"":""Point"",""coordinates"":[91.48072333477734,23.24630154845144]}"
00000000000000000006,0.622120643852978,0.5439809632446135,0.6488106210392899,0.6737338149556401,0.6688996603295307,0.6961946920152091,0.7112330190114068,0.7157871381495562,0.7147053181242077,0.7197838276299111,0.1348808477258598,0.06876137765710036,0.032929439393403585,-0.02965396997779229,341.7516821195676,0,PART2,West Kameng,1310.51025390625,2021-05-25,145.0,5.0,,3.0,0,57.0,2021-05-01,23.81457175925926,2,true,Nechipu_Saddle_landslide,1,80.3-km between Nechiphu and Saddle,0.01055699959397316,LS-0007,BCT Road,1,Newspaper/2021/Arunachal Pradesh/10,10,28.03227628663524,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[92.47976708939768,27.208119193315984]}"
00000000000000000009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83.36078793835992,2,PART2,West Kameng,1272.074462890625,2021-06-05,156.0,6.0,9:30,2.0,1,,,,0,false,BCT Road Landslide,1,"77.200 km in Bhalukpong-Charduar-Tawang (BCT) road near Saddle, Nechiphu",0.0,LS-0010,BCT Road,1,Newspaper/2021/Arunachal Pradesh/8,8,7.708982255727231,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[92.43801206713322,27.326762495045017]}"
0000000000000000001b,0.20305513573743925,0.1281450820502432,0.13651732171799036,0.15163442564829827,0.13545198541329015,0.16157210798217178,0.2758005014181524,0.3226599929092382,0.3174702593192868,0.3417908934359804,0.42483227880462754,0.21836976650760873,0.4464811321941677,-0.40038721708866754,250.60999958429096,0,PART2,Upper Subansiri,508.3262939453125,2021-07-08,189.0,7.0,,2.0,0,70.0,2021-06-17,20.82232638888889,1,true,Tode landslide,1,Tode Village,73.121865,LS-0028,Trans Arunachal Highway,1,Newspaper/2021/Arunachal Pradesh/7,7,36.41666694747667,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[94.46780824396494,27.965814103418563]}"
00000000000000000035,0.18346319866342642,0.07109780275415149,0.029118853786958273,0.05098538375860671,0.027126275820170118,0.07623793539894698,0.28453473066018636,0.37230152389631427,0.3601709447144594,0.4087673096395303,0.6701476891867267,0.3245912321467795,0.8595481212892291,-0.7515352113895908,108.46718062583454,0,PART2,Upper Siang,698.128662109375,2021-08-13,225.0,8.0,,3.0,0,37.0,2021-08-06,6.8223263888888885,4,true,Tuting_Yingkiong_landslide,1,Between Tuting and Yingkiong,75.210383,LS-0054,Yingkiong Road,1,Newspaper/2021/Arunachal Pradesh/2,2,22.606030947409664,Newspaper,0,Arunachal Pradesh,0,2021,"{""type"":""Point"",""coordinates"":[94.74864688741202,28.84960793221154]}"
0000000000000000003d,0.18202193996552077,0.21791443058513338,0.9017773096034883,0.8979030473582799,0.8661140401581988,0.8994862082953047,0.889057382618396,0.8671389615657642,0.8791529763715646,0.8378903711591117,0.6026257013916562,0.6568805614317352,0.007507118302459653,0.010542225195723686,158.803526542084,0,PART2,Nagaon,100.78919219970705,2021-08-25,237.0,8.0,,3.0,0,61.0,2021-08-06,18.82232638888889,1,true,Burapahar Landslide,1,Kaliabor,37.999534606933594,LS-0062,NH 39,1,Newspaper/2021/Assam/73,73,31.209656526103974,Newspaper,0,Assam,1,2021,"{""type"":""Point"",""coordinates"":[93.11099743452348,26.57476185698769]}"
0000000000000000002d,0.21278855159132376,0.10614923474559088,0.033334400973038705,0.07100133792823834,0.05574024934117167,0.10429646259882423,0.27738572369754716,0.34690565578755317,0.3388309041151428,0.3761195013176565,0.5010143228514558,0.210568530388247,0.6942584478918434,-0.6318786920759464,36.819352604808046,0,PART1,Tamenglong,829.8587646484375,2021-08-02,214.0,8.0,3:30,1.0,0,61.0,2021-07-22,10.822349537037036,3,true,Lamlenkon_landslide,1,Lamlenkon in Tujang Waichong,7.934080123901367,LS-0046,Imphal-Tamenglong Road,1,Newspaper/2021/Manipur/23,23,10.942929034340336,Newspaper,0,Manipur,2,2021,"{""type"":""Point"",""coordinates"":[93.8577006605293,25.241120536619942]}"
00000000000000000038,0.30941340666024625,0.19509604642911452,0.08146010441482081,0.12876701302650917,0.12111407572608857,0.1636398246236504,0.34320503826853865,0.426999690810482,0.40039794718434785,0.45505811242333594,0.3523890526632232,0.1296664471443993,0.554572160817241,-0.5294776213228688,81.18442001701595,0,PART1,Tamenglong,368.7687072753906,2021-08-16,228.0,8.0,,3.0,0,61.0,2021-07-22,24.822349537037038,1,true,Awang_khul_landslide,1,5 km away from Awang Khul Village,4.36873722076416,LS-0057,NH 37,1,Newspaper/2021/Manipur/25,25,17.949198083624726,Newspaper,0,Manipur,2,2021,"{""type"":""Point"",""coordinates"":[93.56118827687938,24.826040655958874]}"
0000000000000000003a,0.19058659396398675,0.13072636063910728,0.024850190210499612,0.06268476794319047,0.05247665229520669,0.09207023586101949,0.2540030535125538,0.3274921531828556,0.3169590311945218,0.34987277707329434,0.4449043523992976,0.2592351922803064,0.7211252389478823,-0.6846778182109048,9.39613177429925,0,PART1,Churachandpur,755.6665649414062,2021-08-20,232.0,8.0,,2.0,0,61.0,2021-07-22,28.822349537037038,1,true,S_Kholop_landslide,1,S Kholop village,101.288447,LS-0059,Henglep to Churachandpur road,1,Newspaper/2021/Manipur/24,24,15.903447357413867,Newspaper,0,Manipur,2,2021,"{""type"":""Point"",""coordinates"":[93.50937352263833,24.503656567996842]}"
00000000000000000019,0.2687058871130891,0.18885201800526,0.13685525996358483,0.16281988165081937,0.15502627958729523,0.17512097916245198,0.2918378110459236,0.34080041978555536,0.32387336131903705,0.35731253793242995,0.2762379356667265,0.09912587553569113,0.3669057737495725,-0.3439063839064511,322.43211232778225,0,PART1,West Garo Hills,289.78106689453125,2021-06-30,181.0,6.0,,1.0,0,77.0,2021-06-23,6.807627314814815,6,true,Tura_dalu_stretch,1,Tura-Dalu stretch,107.621934,LS-0026,NH 51,1,Newspaper/2021/Meghalaya/19,19,27.68125635351838,Newspaper,0,Meghalaya,3,2021,"{""type"":""Point"",""coordinates"":[90.21466860907667,25.499355996827095]}"
00000000000000000021,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,233.1724750362776,0,PART2,Tuensang,2220.95458984375,2021-07-20,201.0,7.0,,3.0,0,,,,0,false,Wangshu_PwD_Road_landslide,1,Wangshu Village,43.889829,LS-0034,PWD Road connecting Tobu to ITC Pangsha,1,Newspaper/2021/Nagaland/40,40,14.35055969014902,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.7671164839754,26.046657141924936]}"
00000000000000000029,0.2072026301119951,0.0874525718339837,0.02299467389651853,0.05800944610550856,0.030526290984645023,0.090257923275731,0.30701722495312417,0.38870066386256547,0.3838459788172099,0.4236853646176457,0.6209157259613141,0.2921677867692631,0.8434559519352702,-0.7299817477595592,18.51950197721368,0,PART2,Phek,1417.4619140625,2021-07-31,212.0,7.0,,3.0,0,57.0,2021-07-22,8.822349537037036,1,true,Pfutsero-Khomi-Phek landslide,1,,62.610599517822266,LS-0042,Pfutsero-Khomi-Phek,1,Newspaper/2021/Nagaland/48,48,32.219010054713706,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.40942523387217,25.659723107113223]}"
0000000000000000002a,0.4643020272667377,0.34225874512188936,0.4709456743195988,0.5011252749480514,0.4971533019106992,0.5077732654198978,0.565389797780143,0.5965378794789926,0.5768559322892909,0.6125840606152754,0.2548674154351439,0.10863093065112744,0.08359832357483418,-0.07999493083742155,13.8062061629833,0,PART2,Phek,1922.3502197265625,2021-07-31,212.0,7.0,,3.0,0,57.0,2021-07-22,8.822349537037036,1,true,Pfutsero-Lanye Landslide,1,,37.740973,LS-0043,Pfutsero-Lanye,1,Newspaper/2021/Nagaland/49,49,24.53452787436523,Newspaper,0,Nagaland,5,2021,"{""type"":""Point"",""coordinates"":[94.40294616004152,25.723470415773285]}"
0000000000000000003b,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,214.01527168194028,0,PART2,East Sikkim,1317.3302001953125,2021-08-24,236.0,8.0,,1.0,0,,,,0,false,Samsing Shanti Turn Landslide,1,Samsing Shanti turn,6.267920970916748,LS-0060,Pakyong to Assam Lingsey Road,1,Newspaper/2021/Sikkim/52,52,35.22415843072704,Newspaper,0,Sikkim,6,2021,"{""type"":""Point"",""coordinates"":[88.61499286075929,27.25022202546262]}"
0000000000000000003c,0.5428158881345627,0.3615954605329819,0.837679759854089,0.8580470615057245,0.830702918228797,0.8114203769378862,0.8309266997669467,0.8666373948728336,0.8179712331543214,0.8709719475124126,0.38698070320556,0.20223181964909723,-0.007737620398417122,0.0239352350568302,24.41387513789624,0,PART2,West Sikkim,1585.6839599609375,2021-08-24,236.0,8.0,,1.0,0,74.0,2021-08-20,3.8007060185185186,2,true,Muneew Taryebhir Landslide,1,Muneew Taryabhir stretch,8.109331130981445,LS-0061,Soreng Sombaria Road,1,Newspaper/2021/Sikkim/53,53,33.20556237893245,Newspaper,0,Sikkim,6,2021,"{""type"":""Point"",""coordinates"":[88.15208912130001,27.162400030215007]}"
00000000000000000042,0.3477046569372657,0.2262478767609201,0.8279218404783623,0.8461424647815946,0.8120313570487481,0.7811665349143602,0.8047045657241304,0.8472351930678016,0.763398327759197,0.8518293351575955,0.5444768188747565,0.375734519105644,-0.030878315173218436,0.05145990312926801,60.132378900927165,0,PART2,West Sikkim,1114.4383544921875,2021-08-29,241.0,8.0,,3.0,0,74.0,2021-08-20,8.800706018518518,2,true,Bongten-Changay Landslide,1,Upper Bongten and Changay,12.638664245605469,LS-0067,Bongten-Changay road,1,Newspaper/2021/Sikkim/69,69,6.754316450323801,Newspaper,0,Sikkim,6,2021,"{""type"":""Point"",""coordinates"":[88.15823376255166,27.26428157108414]}"
